Bond,Sector,Country,Used_Duration,Used_Rating_Score,Used_ZTW
Bond-0,Cbafhzre,BH,4.65,15.0,688.6
Bond-1,Dvirefvsvrq,BH,4.57,7.0,188.8
Bond-2,Dvirefvsvrq,BH,3.35,9.0,243.9
Bond-3,Dvirefvsvrq,BH,5.45,9.0,319.0
Bond-4,Fvanapvny,BH,2.38,6.0,125.4
Bond-5,Fvanapvny,BH,2.3,7.0,158.0
Bond-6,Fvanapvny,BH,2.67,14.0,450.2
Bond-7,Fvanapvny,BH,2.79,5.0,135.6
Bond-8,Fvanapvny,BH,1.38,8.0,239.8
Bond-9,Fvanapvny,BH,4.85,7.0,192.7
Bond-10,Fvanapvny,BH,4.09,7.0,179.5
Bond-11,Fvanapvny,BH,1.33,7.0,126.2
Bond-12,Fvanapvny,BH,2.24,7.0,153.4
Bond-13,Fvanapvny,BH,3.71,15.0,485.0
Bond-14,Fvanapvny,BH,3.7,11.0,298.6
Bond-15,Fvanapvny,BH,2.03,6.0,106.1
Bond-16,Fvanapvny,BH,3.88,14.0,491.6
Bond-17,Fvanapvny,BH,3.23,4.0,123.0
Bond-18,Fvanapvny,BH,1.47,4.0,51.6
Bond-19,Fvanapvny,BH,2.33,4.0,92.8
Bond-20,Fvanapvny,BH,3.1,4.0,118.0
Bond-21,Fvanapvny,BH,1.37,3.0,38.1
Bond-22,Fvanapvny,BH,13.13,3.0,191.8
Bond-23,Fvanapvny,BH,3.17,7.0,179.0
Bond-24,Fvanapvny,BH,3.79,3.0,97.2
Bond-25,Fvanapvny,BH,1.18,3.0,58.2
Bond-26,Fvanapvny,BH,1.52,3.0,55.5
Bond-27,Fvanapvny,BH,2.5,3.0,76.9
Bond-28,Fvanapvny,BH,3.33,3.0,95.2
Bond-29,Fvanapvny,BH,7.76,3.0,135.4
Bond-30,Fvanapvny,BH,6.84,3.0,128.2
Bond-31,Fvanapvny,BH,7.3,3.0,132.0
Bond-32,Fvanapvny,BH,18.01,3.0,201.9
Bond-33,Fvanapvny,BH,2.39,6.0,154.4
Bond-34,Fvanapvny,BH,3.22,8.0,188.6
Bond-35,Fvanapvny,BH,2.38,7.0,135.4
Bond-36,Fvanapvny,BH,2.34,6.0,120.9
Bond-37,Iaqhfgevny,BH,1.72,11.0,474.6
Bond-38,Iaqhfgevny,BH,2.59,11.0,436.5
Bond-39,Iaqhfgevny,BH,1.93,11.0,495.3
Bond-40,Ovy_naq_Gnf,BH,7.77,3.0,134.9
Bond-41,Ovy_naq_Gnf,BH,13.29,3.0,197.6
Bond-42,Ovy_naq_Gnf,BH,1.16,6.0,75.2
Bond-43,Rrny_Efgngr,BH,4.48,8.0,201.1
Bond-44,Rrny_Efgngr,BH,1.4,15.0,866.9
Bond-45,Rrny_Efgngr,BH,2.2,15.0,917.7
Bond-46,Rrny_Efgngr,BH,5.28,11.0,362.1
Bond-47,Rrny_Efgngr,BH,3.36,10.0,310.7
Bond-48,Rrny_Efgngr,BH,3.5,10.0,343.2
Bond-49,Rrny_Efgngr,BH,1.8,11.0,571.3
Bond-50,Rrny_Efgngr,BH,3.26,9.0,245.6
Bond-51,Rrny_Efgngr,BH,4.48,9.0,247.9
Bond-52,Rrny_Efgngr,BH,7.03,9.0,285.8
Bond-53,Rrny_Efgngr,BH,4.54,11.0,611.7
Bond-54,Sbirervta,BH,4.26,3.0,78.2
Bond-55,Sbirervta,BH,1.96,3.0,47.8
Bond-56,Sbirervta,BH,5.1,3.0,87.0
Bond-57,Sbirervta,BH,6.27,3.0,95.5
Bond-58,Sbirervta,BH,8.22,3.0,110.5
Bond-59,Sbirervta,BH,18.49,3.0,173.2
Bond-60,Sbirervta,BH,17.25,3.0,172.3
Bond-61,Sbirervta,BH,4.2,6.0,150.6
Bond-62,Sbirervta,BH,3.69,9.0,145.7
Bond-63,Sbirervta,BH,6.44,9.0,196.0
Bond-64,TMT,BH,3.47,5.0,69.2
Bond-65,Tenafcbeg,BH,2.5,10.0,153.6
Bond-66,Tenafcbeg,BH,5.53,10.0,257.5
Bond-67,Tenafcbeg,BH,6.68,10.0,274.3
Bond-68,Tenafcbeg,BH,7.39,10.0,272.7
Bond-69,Tenafcbeg,BH,7.62,10.0,276.7
Bond-70,Tenafcbeg,BH,10.56,10.0,380.4
Bond-71,Tenafcbeg,BH,15.71,10.0,359.7
Bond-72,Tenafcbeg,BH,8.3,10.0,264.3
Bond-73,Tenafcbeg,BH,14.91,10.0,370.4
Bond-74,Tenafcbeg,BH,4.24,12.0,454.7
Bond-75,Tenafcbeg,BH,2.21,12.0,408.8
Bond-76,Tenafcbeg,BH,3.26,12.0,440.3
Bond-77,Tenafcbeg,BH,1.12,6.0,210.0
Bond-78,Ugvyvgvrf,BH,9.44,7.0,194.7
Bond-79,Ugvyvgvrf,BH,10.03,7.0,213.3
Bond-80,Ugvyvgvrf,BH,4.4,10.0,201.5
Bond-81,Ugvyvgvrf,BH,1.15,4.0,40.1
Bond-82,Ugvyvgvrf,BH,2.18,4.0,86.6
Bond-83,Ugvyvgvrf,BH,3.33,4.0,108.2
Bond-84,Ugvyvgvrf,BH,4.11,4.0,117.8
Bond-85,Ugvyvgvrf,BH,5.08,4.0,122.5
Bond-86,Ugvyvgvrf,BH,7.76,4.0,137.8
Bond-87,Ugvyvgvrf,BH,10.92,4.0,204.2
Bond-88,Fvanapvny,BD,3.61,14.0,845.5
Bond-89,Sbirervta,BD,3.84,13.0,456.7
Bond-90,Sbirervta,BD,7.45,13.0,378.5
Bond-91,Sbirervta,BC,3.69,18.0,1266.0
Bond-92,Sbirervta,BC,5.07,17.0,1197.5
Bond-93,Sbirervta,BC,7.86,17.0,1131.9
Bond-94,Cbafhzre,BJ,5.59,12.0,593.1
Bond-95,Cbafhzre,BJ,2.7,12.0,439.1
Bond-96,Cbafhzre,BJ,2.4,17.0,1108.0
Bond-97,Gbireazrag,BJ,7.8,17.0,1415.7
Bond-98,Gbireazrag,BJ,4.02,18.0,1507.0
Bond-99,Gbireazrag,BJ,4.41,18.0,1930.4
Bond-100,Ovy_naq_Gnf,BJ,2.95,17.0,1193.6
Bond-101,Ovy_naq_Gnf,BJ,1.98,15.0,937.6
Bond-102,Ovy_naq_Gnf,BJ,0.42,19.0,2472.2
Bond-103,Ovy_naq_Gnf,BJ,1.96,19.0,2143.4
Bond-104,Ovy_naq_Gnf,BJ,3.48,19.0,1776.6
Bond-105,Ovy_naq_Gnf,BJ,4.7,19.0,1508.0
Bond-106,Ovy_naq_Gnf,BJ,5.2,19.0,1455.8
Bond-107,Ovy_naq_Gnf,BJ,8.39,19.0,1088.7
Bond-108,Rrny_Efgngr,BJ,1.99,18.0,2422.9
Bond-109,Sbirervta,BJ,5.87,17.0,1615.7
Bond-110,Sbirervta,BJ,8.91,17.0,1325.1
Bond-111,Sbirervta,BJ,8.71,17.0,1316.8
Bond-112,Sbirervta,BJ,8.44,17.0,1448.7
Bond-113,Sbirervta,BJ,5.55,17.0,1545.0
Bond-114,TMT,BJ,0.64,17.0,1531.6
Bond-115,TMT,BJ,4.28,16.0,1177.3
Bond-116,TMT,BJ,3.7,16.0,1352.6
Bond-117,Tenafcbeg,BJ,2.06,18.0,2839.1
Bond-118,Ugvyvgvrf,BJ,2.59,19.0,2096.1
Bond-119,Ugvyvgvrf,BJ,1.71,18.0,4384.3
Bond-120,Ugvyvgvrf,BJ,3.22,18.0,2139.9
Bond-121,Ugvyvgvrf,BJ,2.35,18.0,1413.0
Bond-122,Ugvyvgvrf,BJ,4.54,18.0,1297.3
Bond-123,Ugvyvgvrf,BJ,5.09,18.0,1320.0
Bond-124,Ugvyvgvrf,BJ,3.59,18.0,1211.5
Bond-125,Ugvyvgvrf,BJ,3.87,19.0,1690.7
Bond-126,Ovy_naq_Gnf,BZ,2.39,7.0,93.7
Bond-127,Ovy_naq_Gnf,BZ,6.03,7.0,126.5
Bond-128,Ovy_naq_Gnf,BZ,5.32,7.0,104.9
Bond-129,Tenafcbeg,BZ,2.01,11.0,824.5
Bond-130,Fvanapvny,BU,3.57,16.0,542.0
Bond-131,Ovy_naq_Gnf,BU,4.62,12.0,360.5
Bond-132,Ovy_naq_Gnf,BU,2.3,12.0,289.1
Bond-133,Ovy_naq_Gnf,BU,7.13,12.0,393.7
Bond-134,Sbirervta,BU,3.18,12.0,294.8
Bond-135,Sbirervta,BU,6.48,12.0,362.5
Bond-136,Sbirervta,BU,8.92,12.0,320.4
Bond-137,Sbirervta,AW,9.77,9.0,63.4
Bond-138,Sbirervta,AW,24.32,9.0,150.9
Bond-139,Fvanapvny,AE,3.34,15.0,441.0
Bond-140,Fvanapvny,AE,1.44,8.0,141.2
Bond-141,Fvanapvny,AE,1.1,14.0,318.4
Bond-142,Fvanapvny,AE,3.07,14.0,376.2
Bond-143,Ovy_naq_Gnf,AE,5.33,14.0,587.5
Bond-144,Ovy_naq_Gnf,AE,3.42,14.0,534.9
Bond-145,Ovy_naq_Gnf,AE,5.79,14.0,604.7
Bond-146,Sbirervta,AE,1.64,14.0,328.4
Bond-147,Sbirervta,AE,2.58,14.0,354.2
Bond-148,Sbirervta,AE,3.03,14.0,377.0
Bond-149,Sbirervta,AE,3.96,14.0,390.4
Bond-150,Sbirervta,AE,4.15,14.0,394.6
Bond-151,Sbirervta,AE,4.43,14.0,426.0
Bond-152,Sbirervta,AE,6.01,14.0,505.8
Bond-153,Sbirervta,AE,6.74,14.0,514.8
Bond-154,Sbirervta,AE,6.0,14.0,379.2
Bond-155,Sbirervta,AE,12.1,14.0,574.3
Bond-156,Sbirervta,AE,11.86,14.0,608.8
Bond-157,Sbirervta,AE,8.57,14.0,527.6
Bond-158,Sbirervta,AE,8.06,15.0,527.9
Bond-159,Sbirervta,AE,6.8,14.0,545.7
Bond-160,Cbafhzre,AD,4.02,11.0,136.2
Bond-161,Fvanapvny,AD,6.86,10.0,269.7
Bond-162,Fvanapvny,AD,1.32,10.0,131.2
Bond-163,Fvanapvny,AD,5.12,10.0,480.8
Bond-164,Fvanapvny,AD,4.12,9.0,116.4
Bond-165,Fvanapvny,AD,14.95,9.0,249.4
Bond-166,Fvanapvny,AD,14.84,7.0,189.2
Bond-167,Sbirervta,AD,3.09,6.0,140.0
Bond-168,Sbirervta,AD,5.43,6.0,151.6
Bond-169,Sbirervta,AD,6.85,6.0,159.2
Bond-170,Sbirervta,AD,2.14,6.0,115.9
Bond-171,Sbirervta,AC,2.6,15.0,579.3
Bond-172,Sbirervta,AC,5.38,15.0,692.1
Bond-173,Sbirervta,AC,1.9,15.0,537.8
Bond-174,Cbafhzre,AJ,2.25,15.0,405.6
Bond-175,Cbafhzre,AJ,0.93,13.0,501.9
Bond-176,Cbafhzre,AJ,4.48,13.0,461.1
Bond-177,Cbafhzre,AJ,3.29,13.0,279.8
Bond-178,Cbafhzre,AJ,5.25,13.0,332.7
Bond-179,Cbafhzre,AJ,7.23,12.0,387.1
Bond-180,Cbafhzre,AJ,14.16,12.0,479.3
Bond-181,Cbafhzre,AJ,2.0,12.0,268.1
Bond-182,Cbafhzre,AJ,1.22,13.0,455.9
Bond-183,Cbafhzre,AJ,5.75,13.0,441.4
Bond-184,Cbafhzre,AJ,3.09,12.0,371.3
Bond-185,Cbafhzre,AJ,3.35,12.0,405.8
Bond-186,Cbafhzre,AJ,2.45,12.0,452.7
Bond-187,Cbafhzre,AJ,3.09,12.0,365.6
Bond-188,Cbafhzre,AJ,2.18,12.0,398.0
Bond-189,Cbafhzre,AJ,1.21,12.0,414.7
Bond-190,Cbafhzre,AJ,1.22,13.0,481.1
Bond-191,Cbafhzre,AJ,2.32,13.0,490.0
Bond-192,Cbafhzre,AJ,4.11,13.0,483.4
Bond-193,Cbafhzre,AJ,2.16,13.0,382.0
Bond-194,Dvirefvsvrq,AJ,5.04,11.0,346.4
Bond-195,Dvirefvsvrq,AJ,6.84,11.0,410.3
Bond-196,Fvanapvny,AJ,1.91,13.0,217.9
Bond-197,Fvanapvny,AJ,1.26,13.0,201.5
Bond-198,Fvanapvny,AJ,2.35,13.0,245.6
Bond-199,Fvanapvny,AJ,2.13,15.0,272.6
Bond-200,Fvanapvny,AJ,3.19,13.0,287.1
Bond-201,Fvanapvny,AJ,3.85,13.0,295.7
Bond-202,Fvanapvny,AJ,3.0,17.0,786.9
Bond-203,Fvanapvny,AJ,2.19,17.0,488.3
Bond-204,Fvanapvny,AJ,3.09,16.0,600.7
Bond-205,Fvanapvny,AJ,2.22,13.0,268.6
Bond-206,Fvanapvny,AJ,1.94,18.0,576.7
Bond-207,Fvanapvny,AJ,2.77,13.0,176.6
Bond-208,Fvanapvny,AJ,3.27,13.0,222.9
Bond-209,Fvanapvny,AJ,1.36,14.0,208.1
Bond-210,Fvanapvny,AJ,1.26,15.0,341.8
Bond-211,Fvanapvny,AJ,2.16,13.0,326.7
Bond-212,Fvanapvny,AJ,1.87,14.0,353.2
Bond-213,Fvanapvny,AJ,2.91,15.0,658.2
Bond-214,Fvanapvny,AJ,1.99,13.0,184.0
Bond-215,Fvanapvny,AJ,2.21,13.0,213.8
Bond-216,Fvanapvny,AJ,1.97,15.0,788.3
Bond-217,Fvanapvny,AJ,2.22,15.0,736.8
Bond-218,Fvanapvny,AJ,3.98,13.0,242.1
Bond-219,Fvanapvny,AJ,3.67,14.0,444.9
Bond-220,Fvanapvny,AJ,3.83,15.0,773.4
Bond-221,Fvanapvny,AJ,2.41,14.0,247.2
Bond-222,Fvanapvny,AJ,1.75,14.0,238.9
Bond-223,Fvanapvny,AJ,1.41,14.0,215.8
Bond-224,Fvanapvny,AJ,1.16,14.0,208.9
Bond-225,Gbireazrag,AJ,3.39,13.0,370.6
Bond-226,Iaqhfgevny,AJ,2.98,11.0,379.1
Bond-227,Iaqhfgevny,AJ,6.04,11.0,466.3
Bond-228,Iaqhfgevny,AJ,10.8,11.0,568.2
Bond-229,Iaqhfgevny,AJ,7.38,11.0,484.2
Bond-230,Iaqhfgevny,AJ,13.14,11.0,553.1
Bond-231,Iaqhfgevny,AJ,3.99,14.0,791.9
Bond-232,Iaqhfgevny,AJ,1.59,12.0,421.0
Bond-233,Iaqhfgevny,AJ,2.69,12.0,491.9
Bond-234,Iaqhfgevny,AJ,4.05,12.0,564.4
Bond-235,Iaqhfgevny,AJ,5.21,11.0,587.9
Bond-236,Iaqhfgevny,AJ,5.64,11.0,625.1
Bond-237,Iaqhfgevny,AJ,3.1,18.0,1503.0
Bond-238,Iaqhfgevny,AJ,1.65,12.0,546.2
Bond-239,Iaqhfgevny,AJ,5.14,11.0,298.4
Bond-240,Iaqhfgevny,AJ,11.44,11.0,418.4
Bond-241,Mrgnyf_naq_Mvavat,AJ,3.66,15.0,708.4
Bond-242,Mrgnyf_naq_Mvavat,AJ,2.13,15.0,581.8
Bond-243,Mrgnyf_naq_Mvavat,AJ,12.28,16.0,703.0
Bond-244,Mrgnyf_naq_Mvavat,AJ,3.26,11.0,200.4
Bond-245,Mrgnyf_naq_Mvavat,AJ,5.33,10.0,268.4
Bond-246,Mrgnyf_naq_Mvavat,AJ,3.77,10.0,208.3
Bond-247,Mrgnyf_naq_Mvavat,AJ,2.35,11.0,202.2
Bond-248,Mrgnyf_naq_Mvavat,AJ,2.97,11.0,250.6
Bond-249,Mrgnyf_naq_Mvavat,AJ,5.89,10.0,292.6
Bond-250,Mrgnyf_naq_Mvavat,AJ,7.28,10.0,307.1
Bond-251,Mrgnyf_naq_Mvavat,AJ,12.37,11.0,394.2
Bond-252,Mrgnyf_naq_Mvavat,AJ,5.91,11.0,319.5
Bond-253,Mrgnyf_naq_Mvavat,AJ,3.42,11.0,258.2
Bond-254,Mrgnyf_naq_Mvavat,AJ,6.49,11.0,342.4
Bond-255,Mrgnyf_naq_Mvavat,AJ,12.75,11.0,500.3
Bond-256,Mrgnyf_naq_Mvavat,AJ,4.94,10.0,254.9
Bond-257,Mrgnyf_naq_Mvavat,AJ,8.29,10.0,302.9
Bond-258,Mrgnyf_naq_Mvavat,AJ,12.94,10.0,470.0
Bond-259,Mrgnyf_naq_Mvavat,AJ,7.24,10.0,334.1
Bond-260,Mrgnyf_naq_Mvavat,AJ,6.41,10.0,335.7
Bond-261,Mrgnyf_naq_Mvavat,AJ,4.1,13.0,499.8
Bond-262,Mrgnyf_naq_Mvavat,AJ,4.97,10.0,243.4
Bond-263,Mrgnyf_naq_Mvavat,AJ,8.87,10.0,336.4
Bond-264,Mrgnyf_naq_Mvavat,AJ,10.38,10.0,341.1
Bond-265,Mrgnyf_naq_Mvavat,AJ,11.53,10.0,344.3
Bond-266,Mrgnyf_naq_Mvavat,AJ,13.33,10.0,332.8
Bond-267,Ovy_naq_Gnf,AJ,15.1,13.0,553.3
Bond-268,Ovy_naq_Gnf,AJ,2.45,13.0,203.7
Bond-269,Ovy_naq_Gnf,AJ,3.13,13.0,255.1
Bond-270,Ovy_naq_Gnf,AJ,4.51,13.0,335.3
Bond-271,Ovy_naq_Gnf,AJ,5.08,13.0,367.0
Bond-272,Ovy_naq_Gnf,AJ,6.62,13.0,374.4
Bond-273,Ovy_naq_Gnf,AJ,10.93,13.0,503.9
Bond-274,Ovy_naq_Gnf,AJ,11.27,13.0,504.8
Bond-275,Ovy_naq_Gnf,AJ,12.45,13.0,469.3
Bond-276,Ovy_naq_Gnf,AJ,11.91,13.0,521.9
Bond-277,Ovy_naq_Gnf,AJ,13.11,13.0,512.9
Bond-278,Ovy_naq_Gnf,AJ,3.85,13.0,269.0
Bond-279,Ovy_naq_Gnf,AJ,5.92,13.0,379.7
Bond-280,Ovy_naq_Gnf,AJ,1.77,13.0,493.9
Bond-281,Ovy_naq_Gnf,AJ,3.62,13.0,631.2
Bond-282,Ovy_naq_Gnf,AJ,2.77,13.0,532.0
Bond-283,Sbirervta,AJ,2.18,13.0,94.1
Bond-284,Sbirervta,AJ,3.03,13.0,157.3
Bond-285,Sbirervta,AJ,3.69,13.0,236.1
Bond-286,Sbirervta,AJ,3.88,13.0,200.1
Bond-287,Sbirervta,AJ,4.66,13.0,233.3
Bond-288,Sbirervta,AJ,5.03,13.0,302.0
Bond-289,Sbirervta,AJ,4.32,13.0,237.6
Bond-290,Sbirervta,AJ,5.97,13.0,284.1
Bond-291,Sbirervta,AJ,8.73,13.0,399.1
Bond-292,Sbirervta,AJ,10.21,13.0,411.0
Bond-293,Sbirervta,AJ,7.92,13.0,324.4
Bond-294,Sbirervta,AJ,12.21,13.0,404.8
Bond-295,Sbirervta,AJ,6.91,13.0,303.4
Bond-296,Sbirervta,AJ,13.89,13.0,399.1
Bond-297,Sbirervta,AJ,14.1,13.0,406.2
Bond-298,TMT,AJ,1.7,14.0,731.2
Bond-299,TMT,AJ,3.91,12.0,374.4
Bond-300,Tenafcbeg,AJ,3.27,19.0,1346.8
Bond-301,Tenafcbeg,AJ,3.34,18.0,1697.9
Bond-302,Tenafcbeg,AJ,2.95,13.0,491.6
Bond-303,Tenafcbeg,AJ,2.48,13.0,610.3
Bond-304,Tenafcbeg,AJ,5.71,12.0,596.9
Bond-305,Tenafcbeg,AJ,5.84,13.0,420.1
Bond-306,Tenafcbeg,AJ,1.23,13.0,377.4
Bond-307,Ugvyvgvrf,AJ,2.69,12.0,432.2
Bond-308,Ugvyvgvrf,AJ,2.7,14.0,522.6
Bond-309,Ugvyvgvrf,AJ,1.02,13.0,200.2
Bond-310,Ugvyvgvrf,AJ,2.21,13.0,499.4
Bond-311,Ugvyvgvrf,AJ,5.33,10.0,326.2
Bond-312,Sbirervta,AN,5.48,12.0,720.1
Bond-313,Sbirervta,AN,2.86,12.0,881.2
Bond-314,Sbirervta,AN,6.33,12.0,783.2
Bond-315,Cbafhzre,AL,1.36,16.0,810.0
Bond-316,Fvanapvny,AL,3.01,15.0,821.3
Bond-317,Sbirervta,AL,2.16,16.0,786.4
Bond-318,Sbirervta,AL,5.07,16.0,756.7
Bond-319,Sbirervta,AL,6.9,16.0,650.7
Bond-320,Sbirervta,AU,7.05,17.0,1498.3
Bond-321,TMT,OM,3.19,15.0,524.8
Bond-322,Cbafhzre,OE,2.43,15.0,770.2
Bond-323,Mrgnyf_naq_Mvavat,OE,4.41,14.0,868.7
Bond-324,Mrgnyf_naq_Mvavat,OE,3.8,14.0,884.3
Bond-325,Sbirervta,OX,5.17,14.0,592.0
Bond-326,Sbirervta,OX,5.01,14.0,722.1
Bond-327,Sbirervta,OX,7.96,14.0,620.6
Bond-328,Cbafhzre,OY,2.81,9.0,121.5
Bond-329,Cbafhzre,OY,2.42,9.0,163.6
Bond-330,Cbafhzre,OY,3.71,9.0,207.3
Bond-331,Cbafhzre,OY,5.94,9.0,234.8
Bond-332,Cbafhzre,OY,15.61,6.0,249.4
Bond-333,Cbafhzre,OY,15.61,6.0,249.4
Bond-334,Cbafhzre,OY,5.67,10.0,240.5
Bond-335,Cbafhzre,OY,3.71,10.0,216.5
Bond-336,Cbafhzre,OY,12.82,10.0,426.0
Bond-337,Fvanapvny,OY,1.32,5.0,56.1
Bond-338,Fvanapvny,OY,6.17,6.0,159.9
Bond-339,Fvanapvny,OY,2.25,6.0,96.4
Bond-340,Fvanapvny,OY,3.95,6.0,106.9
Bond-341,Fvanapvny,OY,1.9,6.0,73.0
Bond-342,Mrgnyf_naq_Mvavat,OY,1.74,7.0,107.0
Bond-343,Mrgnyf_naq_Mvavat,OY,2.69,7.0,104.2
Bond-344,Mrgnyf_naq_Mvavat,OY,4.48,7.0,140.2
Bond-345,Mrgnyf_naq_Mvavat,OY,5.86,7.0,156.8
Bond-346,Mrgnyf_naq_Mvavat,OY,17.92,7.0,231.1
Bond-347,Mrgnyf_naq_Mvavat,OY,7.7,7.0,166.4
Bond-348,Mrgnyf_naq_Mvavat,OY,10.89,7.0,241.4
Bond-349,Mrgnyf_naq_Mvavat,OY,14.56,7.0,238.6
Bond-350,Mrgnyf_naq_Mvavat,OY,14.15,7.0,238.0
Bond-351,Mrgnyf_naq_Mvavat,OY,15.02,7.0,235.2
Bond-352,Mrgnyf_naq_Mvavat,OY,16.29,7.0,232.8
Bond-353,Mrgnyf_naq_Mvavat,OY,16.96,7.0,232.6
Bond-354,Mrgnyf_naq_Mvavat,OY,10.77,7.0,226.0
Bond-355,Mrgnyf_naq_Mvavat,OY,6.91,10.0,278.1
Bond-356,Mrgnyf_naq_Mvavat,OY,5.92,10.0,236.7
Bond-357,Mrgnyf_naq_Mvavat,OY,3.31,10.0,151.5
Bond-358,Mrgnyf_naq_Mvavat,OY,14.61,10.0,380.6
Bond-359,Mrgnyf_naq_Mvavat,OY,14.25,10.0,378.8
Bond-360,Mrgnyf_naq_Mvavat,OY,3.41,10.0,160.1
Bond-361,Mrgnyf_naq_Mvavat,OY,1.26,10.0,102.4
Bond-362,Mrgnyf_naq_Mvavat,OY,5.61,10.0,191.1
Bond-363,Mrgnyf_naq_Mvavat,OY,2.23,10.0,131.1
Bond-364,Mrgnyf_naq_Mvavat,OY,7.02,8.0,181.9
Bond-365,Mrgnyf_naq_Mvavat,OY,2.36,8.0,128.4
Bond-366,Ovy_naq_Gnf,OY,7.62,10.0,205.6
Bond-367,Ovy_naq_Gnf,OY,3.69,9.0,186.7
Bond-368,Ovy_naq_Gnf,OY,5.02,9.0,212.0
Bond-369,Ovy_naq_Gnf,OY,6.6,9.0,235.6
Bond-370,Ovy_naq_Gnf,OY,1.14,9.0,109.5
Bond-371,Ovy_naq_Gnf,OY,15.84,9.0,295.6
Bond-372,Ovy_naq_Gnf,OY,3.41,14.0,765.5
Bond-373,Sbirervta,OY,2.02,6.0,38.0
Bond-374,Sbirervta,OY,4.21,6.0,62.4
Bond-375,Sbirervta,OY,4.9,6.0,65.1
Bond-376,Sbirervta,OY,6.36,6.0,107.0
Bond-377,Sbirervta,OY,18.74,6.0,173.6
Bond-378,Sbirervta,OY,15.48,6.0,170.1
Bond-379,Sbirervta,OY,17.42,6.0,177.1
Bond-380,TMT,OY,1.93,9.0,106.4
Bond-381,TMT,OY,2.74,10.0,178.2
Bond-382,TMT,OY,4.61,10.0,212.1
Bond-383,TMT,OY,4.17,13.0,397.5
Bond-384,TMT,OY,4.05,14.0,485.9
Bond-385,TMT,OY,2.76,14.0,502.4
Bond-386,Tenafcbeg,OY,4.14,17.0,889.8
Bond-387,Ugvyvgvrf,OY,3.86,13.0,907.4
Bond-388,Ugvyvgvrf,OY,3.73,10.0,447.9
Bond-389,Ugvyvgvrf,OY,3.22,12.0,586.3
Bond-390,Ugvyvgvrf,OY,11.56,9.0,319.9
Bond-391,Ugvyvgvrf,OY,5.91,9.0,145.7
Bond-392,Ugvyvgvrf,OY,3.94,9.0,151.9
Bond-393,Ugvyvgvrf,OY,6.3,8.0,153.1
Bond-394,Ugvyvgvrf,OY,3.03,8.0,143.2
Bond-395,Ugvyvgvrf,OY,4.28,9.0,220.0
Bond-396,Ugvyvgvrf,OY,6.9,9.0,204.1
Bond-397,Ugvyvgvrf,OY,3.69,9.0,170.2
Bond-398,Ugvyvgvrf,OY,2.64,9.0,148.1
Bond-399,Sbirervta,OD,3.25,16.0,821.6
Bond-400,Cbafhzre,OS,1.68,13.0,549.5
Bond-401,Cbafhzre,OS,2.73,13.0,412.9
Bond-402,Cbafhzre,OS,3.63,7.0,151.8
Bond-403,Cbafhzre,OS,1.43,7.0,122.4
Bond-404,Cbafhzre,OS,2.68,8.0,124.7
Bond-405,Cbafhzre,OS,3.57,8.0,136.5
Bond-406,Cbafhzre,OS,2.87,7.0,149.6
Bond-407,Cbafhzre,OS,3.37,18.0,1676.8
Bond-408,Cbafhzre,OS,1.66,15.0,1359.2
Bond-409,Cbafhzre,OS,2.41,13.0,472.3
Bond-410,Cbafhzre,OS,4.76,8.0,142.0
Bond-411,Cbafhzre,OS,1.52,7.0,118.3
Bond-412,Cbafhzre,OS,2.19,9.0,300.9
Bond-413,Dvirefvsvrq,OS,1.05,9.0,235.4
Bond-414,Dvirefvsvrq,OS,1.06,10.0,243.3
Bond-415,Dvirefvsvrq,OS,1.17,8.0,124.0
Bond-416,Dvirefvsvrq,OS,5.12,8.0,139.9
Bond-417,Dvirefvsvrq,OS,1.75,5.0,152.2
Bond-418,Dvirefvsvrq,OS,1.4,12.0,467.8
Bond-419,Dvirefvsvrq,OS,2.46,12.0,494.2
Bond-420,Dvirefvsvrq,OS,1.72,8.0,236.9
Bond-421,Dvirefvsvrq,OS,3.16,7.0,254.5
Bond-422,Dvirefvsvrq,OS,3.41,6.0,299.1
Bond-423,Dvirefvsvrq,OS,1.34,7.0,219.0
Bond-424,Dvirefvsvrq,OS,1.09,7.0,206.9
Bond-425,Dvirefvsvrq,OS,1.68,8.0,274.6
Bond-426,Dvirefvsvrq,OS,1.8,8.0,277.9
Bond-427,Dvirefvsvrq,OS,1.03,9.0,425.0
Bond-428,Dvirefvsvrq,OS,2.13,13.0,490.4
Bond-429,Dvirefvsvrq,OS,1.77,10.0,467.7
Bond-430,Dvirefvsvrq,OS,1.83,10.0,345.4
Bond-431,Dvirefvsvrq,OS,3.42,9.0,334.7
Bond-432,Fvanapvny,OS,2.08,5.0,164.3
Bond-433,Fvanapvny,OS,1.34,6.0,78.1
Bond-434,Fvanapvny,OS,1.5,6.0,80.5
Bond-435,Fvanapvny,OS,3.32,6.0,100.1
Bond-436,Fvanapvny,OS,3.69,9.0,183.7
Bond-437,Fvanapvny,OS,5.81,6.0,138.2
Bond-438,Fvanapvny,OS,7.33,6.0,134.1
Bond-439,Fvanapvny,OS,4.01,11.0,336.3
Bond-440,Fvanapvny,OS,4.34,6.0,98.5
Bond-441,Fvanapvny,OS,1.27,7.0,152.3
Bond-442,Fvanapvny,OS,3.07,7.0,165.6
Bond-443,Fvanapvny,OS,1.05,6.0,133.8
Bond-444,Fvanapvny,OS,1.43,6.0,144.2
